date,high,low,place,weather,wind,wind_level
2012-11-01,23,10,顺昌,多云转晴,微风,2
2012-12-01,13,11,顺昌,小雨转大到暴雨,微风,2
2013-01-01,12,-1,顺昌,晴转多云,微风,2
2013-02-01,22,12,顺昌,阴转多云,微风,2
2013-03-01,22,17,顺昌,阴转阵雨,微风,2
2013-04-01,18,14,顺昌,阵雨转中雨,微风,2
2013-05-01,24,14,顺昌,多云,微风,2
2013-07-01,36,24,顺昌,多云转晴,微风,2
2013-06-01,34,23,顺昌,阵雨转雷阵雨,微风,2
2013-08-01,36,24,顺昌,多云转晴,微风,2
2013-09-01,31,20,顺昌,多云,微风,2
2013-10-01,31,21,顺昌,阴转多云,微风,2
2013-11-01,27,16,顺昌,多云,微风,2
2013-12-01,18,4,顺昌,晴,微风,2
2014-01-01,17,0,顺昌,晴,微风,2
2014-03-01,19,14,顺昌,阵雨,微风,2
2014-02-01,26,9,顺昌,晴,微风,2
2014-04-01,20,13,顺昌,阵雨转阴,微风,2
2014-06-01,30,23,顺昌,阵雨转中雨,微风,2
2014-05-01,26,15,顺昌,多云,微风,2
2014-07-01,35,25,顺昌,多云,北风,1
2014-08-01,35,25,顺昌,多云,微风,2
2014-09-01,34,24,顺昌,多云,微风,2
2014-10-01,28,22,顺昌,阴转阵雨,微风,2
2014-11-01,29,19,顺昌,多云转小雨,微风,2
2015-01-01,13,1,顺昌,晴,微风,2
2014-12-01,17,11,顺昌,小雨转阴,微风,2
2015-02-01,14,6,顺昌,阴,微风,2
2015-04-01,32,19,顺昌,多云,微风,2
2015-03-01,15,8,顺昌,小雨,微风,2
2015-05-01,30,18,顺昌,多云转雷阵雨,微风,2
2015-06-01,31,23,顺昌,阵雨~阴,微风,2
2015-07-01,35,24,顺昌,多云,微风,2
2015-08-01,36,24,顺昌,多云~晴,微风,2
2015-09-01,30,22,顺昌,阵雨,微风,2
2015-10-01,26,19,顺昌,阵雨~阴,微风,2
2015-11-01,17,14,顺昌,小雨,微风,2
2015-12-01,20,13,顺昌,阴~小雨,微风,2
2016-01-01,16,7,顺昌,多云,微风,2
2016-02-01,9,4,顺昌,小雨,微风,2
2016-03-01,20,4,顺昌,晴,微风,2
2016-04-01,28,15,顺昌,多云,微风,2
2016-05-01,25,19,顺昌,中雨,微风,2
2016-06-01,35,24,顺昌,阴~中雨,微风,2
2016-07-01,35,25,顺昌,多云,微风,2
2016-08-01,35,25,顺昌,雷阵雨,微风,2
2016-09-01,27,22,顺昌,阵雨,西风,2
2016-10-01,31,22,顺昌,阵雨,西风,1
2016-11-01,18,15,顺昌,小雨,西风,1
2016-12-01,18,9,顺昌,多云,东北风,1
2017-01-01,20,9,顺昌,多云,东风,1
2017-02-01,17,9,顺昌,阴,西北风,2
2017-03-01,22,5,顺昌,晴,西北风,2
2017-05-01,28,18,顺昌,雷阵雨,东风,2
2017-04-01,8,0,顺昌,晴,无持续风向,2
2017-06-01,28,22,顺昌,大雨,东南风,3
2017-08-01,29,25,顺昌,大雨,东风,2
2017-07-01,33,23,顺昌,阴,北风,1
2017-09-01,33,23,顺昌,阴,西北风,1
2017-10-01,36,24,顺昌,多云,东风,1
2017-11-01,25,11,顺昌,晴,东南风,1
2017-12-01,15,10,顺昌,多云,北风,2
2018-01-01,15,5,顺昌,多云,东风,1
2018-02-01,10,-2,顺昌,晴,北风,1
2018-03-01,25,10,顺昌,晴,东风,1
2018-04-01,30,14,顺昌,晴,东南风,1
2018-05-01,26,20,顺昌,雨,西南风,2
2018-06-01,23,20,顺昌,多云,东北风,1
2018-07-01,29,24,顺昌,小雨,南风,1
2018-08-01,36,25,顺昌,多云,西风,1
2018-09-01,30,23,顺昌,多云,西南风,1
2018-10-01,30,16,顺昌,晴,北风,1
2018-11-01,20,14,顺昌,多云,东北风,2
2018-12-01,23,10,顺昌,小雨,东北风,1
2019-01-01,12,4,顺昌,多云,北风,1
2019-02-01,16,5,顺昌,多云,北风,1
2019-03-01,17,13,顺昌,多云,东北风,1
2019-04-01,19,11,顺昌,晴,东风,1
2019-05-01,24,17,顺昌,多云,西北风,1
2019-06-01,24,22,顺昌,多云转雨,西北风,1
2019-07-01,34,26,顺昌,阴转雨,北风,1
2019-08-01,35,24,顺昌,多云,东风,1
2019-10-01,33,22,顺昌,晴,西北风,2
2019-09-01,33,24,顺昌,多云,东北风,1
2019-11-01,28,15,顺昌,晴转多云,东北风,1
2019-12-01,16,10,顺昌,多云,西北风,2
2020-01-01,19,8,顺昌,晴,东北风,1
2020-02-01,16,2,顺昌,晴,东风,1
2020-03-01,21,15,顺昌,阴转多云,西北风,2
2020-04-01,20,10,顺昌,阴转多云,北风,1
2020-05-01,27,19,顺昌,阴转雨,南风,1
2020-06-01,28,21,顺昌,小雨到大雨,东风,1
2020-07-01,31,26,顺昌,阴,北风,1
2020-08-01,36,26,顺昌,多云,东风,1
2020-09-01,35,25,顺昌,晴,西北风,1
2020-10-01,29,18,顺昌,晴,东南风,1
2020-11-01,27,15,顺昌,晴,北风,1
2021-01-01,10,-1,顺昌,晴,北风,1
2020-12-01,17,10,顺昌,多云,北风,1
2021-02-01,24,10,顺昌,晴,西风,1
2021-03-01,20,10,顺昌,阴,西风,1
2021-04-01,29,20,顺昌,多云,南风,1
2021-05-01,33,18,顺昌,多云,西南风,1
2021-06-01,28,21,顺昌,中雨到大雨,东南风,1
2021-07-01,31,25,顺昌,小雨,南风,1
2021-08-01,31,25,顺昌,多云,西北风,1
2021-09-01,36,25,顺昌,晴,东风,1
2021-10-01,33,22,顺昌,晴,东南风,3
2021-11-01,20,15,顺昌,阴到小雨,西风,2
2021-12-01,16,3,顺昌,晴,西风,1
2022-01-01,16,5,顺昌,多云,西风,1
2022-02-01,8,7,顺昌,中雨,东北风,1
2022-03-01,22,12,顺昌,阴,西南风,1
2022-04-01,16,7,顺昌,小雨,北风,2
2022-05-01,17,12,顺昌,小雨,北风,1
2022-06-01,29,23,顺昌,小雨到中雨,北风,2
2022-07-01,34,24,顺昌,多云,东北风,1
2022-08-01,38,26,顺昌,雾,西南风,2
2022-09-01,33,22,顺昌,多云,西北风,2
2022-10-01,36,23,顺昌,雾,东南风,1
2022-11-01,22,16,顺昌,小雨,东南风,1
2022-12-01,7,6,顺昌,小雨,东北风,2
2023-01-01,16,9,顺昌,多云,东风,2
2023-02-01,17,12,顺昌,多云,西风,1
2023-03-01,24,11,顺昌,雾~多云,西北风,1
2023-04-01,23,14,顺昌,多云,南风,1
2011-01-01,11,5,沙县,多云,无持续风向,1
2011-02-01,9,6,沙县,阵雨~阴,无持续风向,1
2011-03-01,17,10,沙县,阵雨~阴,无持续风向,1
2011-04-01,26,14,沙县,多云,无持续风向,1
2011-05-01,24,17,沙县,大到暴雨~暴雨,无持续风向,1
2011-06-01,34,22,沙县,多云~阴,无持续风向,1
2011-07-01,34,25,沙县,多云,无持续风向,1
2011-08-01,36,23,沙县,雷阵雨~阵雨,无持续风向,1
2011-09-01,28,23,沙县,中雨~小到中雨,无持续风向,1
2011-10-01,27,22,沙县,阵雨~阴,无持续风向,1
2011-11-01,26,16,沙县,多云,无持续风向,1
2011-12-01,12,9,沙县,小雨,无持续风向,1
2012-01-01,15,9,沙县,多云,无持续风向,1
2012-02-01,13,4,沙县,多云~阴,无持续风向,1
2012-03-01,22,14,沙县,阵雨~中雨,无持续风向,1
2012-04-01,24,20,沙县,中到大雨,微风,2
2012-05-01,31,21,沙县,中雨转中到大雨,微风,2
2012-06-01,27,21,沙县,多云转雷阵雨,微风,2
2012-07-01,35,25,沙县,多云转晴,微风,2
2012-08-01,34,23,沙县,多云,微风,2
2012-09-01,34,25,沙县,阵雨,微风,2
2012-10-01,28,14,沙县,晴转多云,微风,2
2012-11-01,22,12,沙县,多云,微风,2
2012-12-01,16,13,沙县,小到中雨,微风,2
2013-01-01,11,1,沙县,晴转多云,微风,2
2013-02-01,20,9,沙县,多云转阴,微风,2
2013-03-01,24,16,沙县,阵雨,微风,2
2013-04-01,21,13,沙县,阴转阵雨,微风,2
2013-05-01,25,18,沙县,阵雨转多云,微风,2
2013-06-01,33,24,沙县,雷阵雨转阵雨,微风,2
2013-07-01,37,25,沙县,多云,微风,2
2013-08-01,36,25,沙县,多云,微风,2
2013-09-01,33,22,沙县,多云,微风,2
2013-10-01,31,23,沙县,多云,微风,2
2013-11-01,28,15,沙县,多云,微风,2
2013-12-01,18,2,沙县,晴,微风,2
2014-01-01,18,1,沙县,晴,微风,2
2014-02-01,27,9,沙县,晴转多云,微风,2
2014-03-01,19,13,沙县,阴转小雨,微风,2
2014-04-01,23,13,沙县,阵雨,微风,2
2014-05-01,26,15,沙县,小雨,微风,2
2014-06-01,33,24,沙县,阵雨,微风,2
2014-07-01,35,25,沙县,多云转小雨,东南风,1
2014-08-01,35,24,沙县,多云,微风,2
2014-09-01,36,23,沙县,多云,微风,2
2014-10-01,31,23,沙县,小雨转阴,微风,2
2014-11-01,30,18,沙县,多云转小雨,微风,2
2014-12-01,18,13,沙县,小雨,微风,2
2015-01-01,14,2,沙县,晴,微风,2
2015-02-01,12,6,沙县,阴转多云,微风,2
2015-03-01,15,10,沙县,小雨,微风,2
2015-04-01,33,19,沙县,多云转晴,微风,2
2015-05-01,30,19,沙县,多云转小雨,微风,2
2015-06-01,28,23,沙县,大雨~小雨,微风,2
2015-07-01,36,25,沙县,多云,微风,2
2015-08-01,37,25,沙县,多云,微风,2
2015-09-01,27,22,沙县,小雨,微风,2
2015-10-01,27,19,沙县,小雨~阴,微风,2
2015-11-01,17,13,沙县,小雨~阴,微风,2
2015-12-01,21,14,沙县,阴,微风,2
2016-02-01,10,5,沙县,小雨,微风,2
2016-01-01,17,8,沙县,多云,微风,2
2016-03-01,21,5,沙县,晴,微风,2
2016-04-01,29,16,沙县,多云,微风,2
2016-05-01,26,19,沙县,小雨~阴,微风,2
2016-06-01,36,25,沙县,多云~小雨,微风,2
2016-07-01,35,25,沙县,多云,微风,2
2016-08-01,36,25,沙县,多云,微风,2
2016-09-01,30,24,沙县,中雨,东北风,1
2016-10-01,32,24,沙县,雷阵雨,东风,1
2016-11-01,19,15,沙县,阴,东南风,1
2016-12-01,19,12,沙县,多云,西南风,1
2017-01-01,21,9,沙县,多云,南风,1
2017-02-01,18,10,沙县,阴,东南风,1
2017-03-01,22,5,沙县,晴,西北风,2
2017-04-01,22,9,沙县,晴,东南风,2
2017-05-01,30,19,沙县,阴,东北风,2
2017-06-01,31,23,沙县,中雨,东南风,3
2017-07-01,34,24,沙县,阴,东南风,1
2017-08-01,31,25,沙县,大雨,北风,1
2017-09-01,34,23,沙县,小雨,东南风,3
2017-10-01,37,25,沙县,多云,南风,1
2017-11-01,26,12,沙县,晴,东南风,2
2017-12-01,16,12,沙县,多云,北风,2
2018-01-01,16,6,沙县,晴,东风,1
2018-02-01,9,-1,沙县,晴,北风,1
2018-03-01,27,7,沙县,晴,东风,1
2018-04-01,31,13,沙县,晴,东风,1
2018-06-01,24,20,沙县,小雨转阴,东北风,2
2018-05-01,31,22,沙县,雨,西南风,2
2018-07-01,33,24,沙县,小雨到中雨,南风,1
2018-08-01,36,22,沙县,中雨到大雨,西风,1
2018-09-01,31,23,沙县,多云,西南风,2
2018-10-01,30,16,沙县,晴,北风,1
2018-11-01,20,13,沙县,阴,东风,2
2018-12-01,23,12,沙县,多云,东北风,1
2019-01-01,12,6,沙县,多云,北风,1
2019-03-01,20,13,沙县,多云,东南风,1
2019-02-01,18,6,沙县,多云,北风,1
2019-04-01,19,12,沙县,晴,东风,2
2019-05-01,25,17,沙县,阴转多云,北风,1
2019-06-01,27,23,沙县,阴转雨,东南风,1
2019-07-01,33,27,沙县,阴转雨,东风,1
2019-08-01,34,25,沙县,多云转雨,东风,1
2019-09-01,33,23,沙县,阴转雨,东北风,1
2019-10-01,35,22,沙县,晴,西北风,2
2019-11-01,29,15,沙县,晴转多云,东北风,1
2019-12-01,18,12,沙县,多云,西北风,2
2020-01-01,19,8,沙县,晴,东风,1
2020-02-01,18,4,沙县,晴,东风,1
2020-03-01,22,17,沙县,多云,西北风,2
2020-04-01,21,11,沙县,阴转雨,北风,2
2020-05-01,29,19,沙县,阴转雨,东南风,1
2020-06-01,31,23,沙县,阴,东北风,1
2020-07-01,33,23,沙县,多云,东北风,1
2020-08-01,36,26,沙县,多云,东风,1
2020-09-01,36,25,沙县,晴,西北风,1
2020-10-01,29,18,沙县,晴,东风,1
2020-11-01,24,12,沙县,晴,东北风,1
2020-12-01,19,11,沙县,多云,东北风,1
2021-01-01,11,0,沙县,晴,北风,1
2021-02-01,25,11,沙县,晴,西南风,1
2021-03-01,24,11,沙县,小雨,西风,2
2021-04-01,30,21,沙县,晴,西南风,2
2021-05-01,34,18,沙县,晴,西南风,1
2021-06-01,29,23,沙县,小雨到中雨,东风,1
2021-07-01,32,25,沙县,小雨,西南风,1
2021-08-01,34,26,沙县,多云,西南风,2
2021-09-01,36,25,沙县,晴,东风,1
2021-10-01,35,23,沙县,晴,东南风,2
2021-11-01,21,16,沙县,阴,西北风,1
2021-12-01,15,2,沙县,晴,东北风,1
2022-01-01,17,6,沙县,多云,西北风,1
2022-02-01,10,8,沙县,小雨,东北风,1
2022-03-01,23,14,沙县,阴,西南风,1
2022-04-01,15,9,沙县,小雨,北风,1
2022-05-01,18,14,沙县,小雨,北风,1
2022-06-01,31,23,沙县,小雨到中雨,西南风,2
2022-07-01,33,25,沙县,小雨到中雨,东风,2
2022-08-01,38,26,沙县,多云,北风,2
2022-09-01,34,23,沙县,多云,北风,1
2022-10-01,37,23,沙县,晴,东南风,2
2022-11-01,22,16,沙县,多云,东北风,2
2022-12-01,11,9,沙县,小雨,东北风,2
2023-01-01,18,10,沙县,多云,东北风,2
2023-02-01,18,13,沙县,多云,东风,1
2023-03-01,24,11,沙县,晴~多云,西北风,1
2023-04-01,22,16,沙县,多云,东南风,1
2011-02-01,8,4,松溪,阵雨~阴,无持续风向,1
2011-03-01,14,8,松溪,阵雨~阴,无持续风向,1
2011-04-01,27,12,松溪,多云,无持续风向,1
2011-05-01,26,20,松溪,阵雨~中雨,无持续风向,1
2011-06-01,31,20,松溪,阴~多云,无持续风向,1
2011-07-01,34,24,松溪,多云~晴,无持续风向,1
2011-08-01,35,24,松溪,雷阵雨~多云,无持续风向,1
2011-09-01,31,24,松溪,阵雨,无持续风向,1
2011-10-01,25,19,松溪,阵雨,无持续风向,1
2011-11-01,27,16,松溪,多云,无持续风向,1
2011-12-01,13,3,松溪,阴,无持续风向,1
2012-01-01,14,5,松溪,多云,无持续风向,1
2012-02-01,13,3,松溪,多云~阴,无持续风向,1
2012-03-01,18,12,松溪,阴~中雨,无持续风向,1
2012-04-01,23,18,松溪,大到暴雨转阵雨,微风,2
2012-05-01,26,20,松溪,中雨转大到暴雨,微风,2
2012-06-01,25,20,松溪,阵雨,微风,2
2012-07-01,35,24,松溪,晴转多云,微风,2
2012-08-01,35,23,松溪,多云,微风,2
2012-09-01,34,23,松溪,多云,微风,2
2012-10-01,27,14,松溪,多云,微风,2
2012-11-01,23,9,松溪,多云转晴,微风,2
2012-12-01,13,11,松溪,小雨转大到暴雨,微风,2
2013-01-01,12,-2,松溪,多云转晴,微风,2
2013-02-01,22,12,松溪,多云,微风,2
2013-03-01,20,13,松溪,阵雨转中雨,微风,2
2013-04-01,18,13,松溪,阴转中雨,微风,2
2013-05-01,24,13,松溪,多云,微风,2
2013-06-01,31,23,松溪,雷阵雨转大雨,微风,2
2013-07-01,35,24,松溪,多云转晴,微风,2
2013-08-01,36,24,松溪,多云转晴,微风,2
2013-09-01,31,18,松溪,多云,微风,2
2013-10-01,31,20,松溪,阴转多云,微风,2
2013-11-01,27,16,松溪,多云,微风,2
2013-12-01,18,2,松溪,晴,微风,2
2014-01-01,17,-1,松溪,晴,微风,2
2014-03-01,17,14,松溪,阵雨,微风,2
2014-04-01,20,13,松溪,阵雨转阴,微风,2
2014-02-01,26,8,松溪,晴,微风,2
2014-05-01,26,14,松溪,多云,微风,2
2014-06-01,30,22,松溪,阵雨转中雨,微风,2
2014-07-01,34,24,松溪,多云,东北风,1
2014-08-01,35,24,松溪,多云转阵雨,微风,2
2014-09-01,34,22,松溪,多云转阵雨,微风,2
2014-10-01,28,22,松溪,阴转阵雨,微风,2
2014-11-01,28,18,松溪,多云转小雨,微风,2
2014-12-01,17,10,松溪,小雨转阴,微风,2
2015-01-01,12,-1,松溪,晴,微风,2
2015-02-01,13,4,松溪,阴,微风,2
2015-03-01,14,6,松溪,小雨,微风,2
2015-04-01,31,19,松溪,多云,微风,2
2015-05-01,29,17,松溪,多云转雷阵雨,微风,2
2015-06-01,27,22,松溪,中雨~阵雨,微风,2
2015-07-01,34,24,松溪,多云,微风,2
2015-08-01,36,24,松溪,多云~晴,微风,2
2015-09-01,31,22,松溪,多云,微风,2
2015-10-01,27,22,松溪,中雨~阵雨,微风,2
2015-11-01,15,10,松溪,小雨~阴,微风,2
2015-12-01,20,12,松溪,阴~小雨,微风,2
2016-01-01,16,3,松溪,晴,微风,2
2016-02-01,8,2,松溪,小雨,微风,2
2016-03-01,18,4,松溪,晴~多云,微风,2
2016-04-01,28,14,松溪,多云,微风,2
2016-05-01,27,16,松溪,多云~阵雨,微风,2
2016-06-01,32,23,松溪,阵雨~大雨,微风,2
2016-07-01,35,24,松溪,多云,微风,2
2016-08-01,36,24,松溪,阴,微风,2
2016-09-01,27,22,松溪,阵雨,西风,3
2016-10-01,31,20,松溪,阵雨,南风,1
2016-11-01,18,13,松溪,小雨,东风,2
2016-12-01,18,6,松溪,多云,东风,2
2017-01-01,20,8,松溪,多云,南风,1
2017-02-01,16,7,松溪,阴,东风,3
2017-03-01,21,3,松溪,晴,西北风,2
2017-04-01,18,6,松溪,晴,西北风,2
2017-05-01,26,17,松溪,雷阵雨,西北风,2
2017-07-01,33,23,松溪,雷阵雨,西北风,1
2017-06-01,25,20,松溪,暴雨,东北风,3
2017-08-01,28,24,松溪,大雨,西南风,1
2017-10-01,35,22,松溪,多云,西南风,1
2017-09-01,33,22,松溪,阵雨,东北风,2
2017-11-01,24,10,松溪,晴,南风,1
2017-12-01,13,9,松溪,多云,北风,2
2018-01-01,14,1,松溪,多云,东风,1
2018-03-01,26,8,松溪,晴,东南风,1
2018-02-01,7,-4,松溪,晴,北风,2
2018-04-01,30,13,松溪,晴,东南风,1
2018-05-01,26,21,松溪,多云,西南风,2
2018-07-01,31,23,松溪,多云转小雨,南风,1
2018-08-01,31,23,松溪,多云转小雨,东风,1
2018-10-01,29,15,松溪,晴,北风,2
2018-09-01,31,22,松溪,晴,西南风,1
2018-11-01,18,12,松溪,阴,东北风,2
2018-12-01,22,8,松溪,多云,东风,1
2019-02-01,15,4,松溪,多云,西北风,1
2019-01-01,11,3,松溪,多云,北风,1
2019-03-01,14,10,松溪,多云,东北风,1
2019-04-01,20,9,松溪,晴,东风,1
2019-06-01,23,21,松溪,多云转雨,东风,1
2019-05-01,26,16,松溪,多云,北风,2
2019-07-01,33,25,松溪,阴转雨,东北风,1
2019-08-01,34,24,松溪,多云,东风,2
2019-10-01,30,22,松溪,晴,西北风,2
2019-09-01,31,23,松溪,多云,东北风,1
2019-12-01,16,10,松溪,阴转多云,西北风,2
2019-11-01,27,14,松溪,晴,东北风,1
2020-01-01,18,5,松溪,晴转多云,东北风,1
2020-02-01,16,2,松溪,晴,东风,1
2020-03-01,19,13,松溪,多云,西北风,2
2020-04-01,21,10,松溪,阴,北风,1
2020-05-01,29,18,松溪,阴转雨,东南风,1
2020-06-01,26,22,松溪,阴,东风,1
2020-07-01,29,24,松溪,多云,东北风,1
2020-09-01,36,24,松溪,晴,西北风,2
2020-08-01,36,25,松溪,晴,东风,2
2020-10-01,27,14,松溪,晴,东风,1
2020-11-01,23,12,松溪,晴,北风,1
2020-12-01,16,9,松溪,多云,东北风,2
2021-01-01,10,-2,松溪,晴,北风,1
2021-02-01,23,9,松溪,晴,西风,1
2021-03-01,18,9,松溪,小雨,西北风,1
2021-04-01,25,18,松溪,多云,北风,1
2021-05-01,33,15,松溪,晴,南风,1
2021-06-01,27,21,松溪,小雨,东南风,1
2021-07-01,29,24,松溪,阴,东南风,1
2021-08-01,32,23,松溪,阴转小雨,北风,1
2021-09-01,36,23,松溪,小雨转多云,东南风,1
2021-10-01,33,21,松溪,晴,西北风,2
2021-11-01,21,14,松溪,多云,南风,1
2021-12-01,14,0,松溪,晴,东南风,1
2022-01-01,12,3,松溪,阴,东风,1
2022-02-01,7,6,松溪,中雨,北风,1
2022-03-01,21,12,松溪,阴,西北风,1
2022-04-01,11,7,松溪,阴到小雨,北风,2
2022-05-01,16,12,松溪,阴到小雨,东北风,2
2022-06-01,28,22,松溪,大雨,北风,1
2022-07-01,33,24,松溪,多云,东风,1
2022-08-01,37,25,松溪,雾,西北风,2
2022-09-01,29,20,松溪,多云,北风,2
2022-10-01,37,21,松溪,晴,南风,2
2022-11-01,23,14,松溪,多云,东风,3
2022-12-01,7,3,松溪,小雨,东北风,2
2023-01-01,17,9,松溪,多云,西风,1
2023-02-01,14,11,松溪,多云,东北风,1
2023-03-01,22,9,松溪,晴~多云,北风,2
2023-04-01,23,13,松溪,雾~多云,西风,1
2011-02-01,6,4,邵武,阵雨~阴,无持续风向,1
2011-03-01,10,6,邵武,阵雨~阴,无持续风向,1
2011-04-01,27,12,邵武,多云,无持续风向,1
2011-05-01,26,20,邵武,阵雨~中雨,无持续风向,1
2011-06-01,31,21,邵武,阴,无持续风向,1
2011-07-01,34,24,邵武,多云~晴,无持续风向,1
2011-08-01,35,24,邵武,雷阵雨~多云,无持续风向,1
2011-09-01,32,24,邵武,阵雨,无持续风向,1
2011-10-01,24,19,邵武,阵雨,无持续风向,1
2011-11-01,26,16,邵武,多云,无持续风向,1
2011-12-01,10,2,邵武,阴,无持续风向,1
2012-01-01,14,4,邵武,多云,无持续风向,1
2012-02-01,12,2,邵武,多云~阴,无持续风向,1
2012-03-01,17,11,邵武,阴~中雨,无持续风向,1
2012-04-01,23,19,邵武,大到暴雨,微风,2
2012-05-01,27,20,邵武,大到暴雨,微风,2
2012-06-01,25,21,邵武,阵雨,微风,2
2012-07-01,35,24,邵武,晴转多云,微风,2
2012-08-01,35,23,邵武,多云,微风,2
2012-09-01,34,23,邵武,多云,微风,2
2012-10-01,26,12,邵武,多云,微风,2
2012-11-01,22,9,邵武,多云转晴,微风,2
2012-12-01,12,11,邵武,小雨转大到暴雨,微风,2
2013-01-01,11,2,邵武,多云,微风,2
2013-02-01,21,12,邵武,多云,微风,2
2013-03-01,18,12,邵武,阵雨转中雨,微风,2
2013-04-01,17,13,邵武,阵雨转中雨,微风,2
2013-05-01,26,15,邵武,阴转多云,微风,2
2013-06-01,33,23,邵武,阵雨转中雨,微风,2
2013-07-01,34,22,邵武,晴转多云,微风,2
2013-09-01,32,21,邵武,多云,微风,2
2013-08-01,36,24,邵武,多云,微风,2
2013-10-01,30,21,邵武,阴转多云,微风,2
2013-11-01,27,16,邵武,多云,微风,2
2013-12-01,17,2,邵武,晴,微风,2
2014-01-01,17,-2,邵武,晴,微风,2
2014-02-01,25,7,邵武,晴,微风,2
2014-03-01,16,11,邵武,阵雨,微风,2
2014-04-01,20,13,邵武,阵雨转阴,微风,2
2014-05-01,26,13,邵武,多云,微风,2
